cumulative_attempts	attempts	complete	unchanged	same_edge	self_loop	duplicate	undirected_duplicate	excluded	metaedge	abbrev	permutation
59880	11976	0.49997	0.045187	8.35e-05	0	0.045007	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
71856	11976	0.59997	0.037439	0	0	0.049265	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
83832	11976	0.69996	0.032029	8.35e-05	0	0.046426	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
95808	11976	0.79995	0.029958	0	0	0.045842	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
107784	11976	0.89995	0.027987	0	0	0.049265	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
119760	11976	0.99994	0.028555	0	0	0.050685	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
119767	7	1	0.028555	0	0	0.14286	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	3
7750	7751	0.1	0.45714	0	0	0.0063218	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
15500	7750	0.19999	0.21009	0	0	0.0067097	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
23250	7750	0.29998	0.095526	0	0	0.0058065	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
31000	7750	0.39997	0.049956	0	0	0.0073548	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
38750	7750	0.49996	0.025133	0.00012903	0	0.0067097	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
46500	7750	0.59995	0.015895	0	0	0.0082581	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
54250	7750	0.69994	0.011818	0	0	0.008	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
62000	7750	0.79993	0.010322	0	0	0.0063226	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
69750	7750	0.89992	0.0085153	0.00012903	0	0.0077419	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
77500	7750	0.99991	0.0078444	0	0	0.0077419	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
77507	7	1	0.0078444	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	3
8098	8099	0.1	0.4818	0	0	0.06507	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
16196	8098	0.19999	0.24216	0	0	0.067301	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
24294	8098	0.29998	0.12782	0	0	0.063225	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
32392	8098	0.39997	0.077691	0	0	0.061991	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
40490	8098	0.49996	0.055119	0	0	0.06693	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
48588	8098	0.59995	0.045291	0	0	0.06409	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
56686	8098	0.69994	0.041191	0	0	0.066189	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
64784	8098	0.79993	0.041883	0	0	0.069647	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
72882	8098	0.89992	0.038969	0	0	0.067671	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
80980	8098	0.99991	0.036845	0	0	0.063349	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
80987	7	1	0.036746	0	0	0	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	3
2926	2927	0.10002	0.49453	0	0	0.08507	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
5852	2926	0.20001	0.25547	0	0	0.082707	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
8778	2926	0.29999	0.1442	0	0	0.092276	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
11704	2926	0.39998	0.092127	0	0	0.084074	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
14630	2926	0.49997	0.076545	0	0	0.08339	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
17556	2926	0.59995	0.063423	0	0	0.08715	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
20482	2926	0.69994	0.059595	0.00034176	0	0.087833	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
23408	2926	0.79992	0.057272	0.00034176	0	0.087491	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
26334	2926	0.89991	0.051941	0.00034176	0	0.094668	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
29260	2926	0.9999	0.056178	0.00034176	0	0.083732	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
29263	3	1	0.056178	0	0	0.33333	0	0	Gene - participates - Cancer-Hallmarks	GpH	4
41670	41671	0.1	0.48683	0	0	0.082383	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
83340	41670	0.2	0.24911	2.3998e-05	0	0.081857	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
125010	41670	0.3	0.13868	0	0	0.083345	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
166680	41670	0.39999	0.086881	0	0	0.084617	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
208350	41670	0.49999	0.064074	0	0	0.085097	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
250020	41670	0.59999	0.053476	0	0	0.082217	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
291690	41670	0.69999	0.047861	0	0	0.082673	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
333360	41670	0.79999	0.045423	0	0	0.083129	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
375030	41670	0.89999	0.044943	0	0	0.083033	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
416700	41670	0.99998	0.044424	2.3998e-05	0	0.083441	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
416707	7	1	0.044424	0	0	0.14286	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	4
16843	16844	0.1	0.50983	0	0	0.13299	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
33686	16843	0.2	0.27534	0	0	0.13252	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
50529	16843	0.3	0.16633	0	0	0.13252	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
67372	16843	0.4	0.11537	0	0	0.12812	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
84215	16843	0.5	0.091075	5.9372e-05	0	0.13222	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
101058	16843	0.6	0.080911	0	0	0.13008	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
117901	16843	0.7	0.076708	5.9372e-05	0	0.12931	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
134744	16843	0.8	0.072053	0	0	0.13044	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
151587	16843	0.9	0.072385	5.9372e-05	0	0.13246	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
168430	16843	0.99999	0.071174	0.00011874	0	0.13074	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
168431	1	1	0.071174	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	4
19287	19288	0.1	0.50966	0	0	0.12915	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
38574	19287	0.2	0.27334	0	0	0.12449	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
57861	19287	0.3	0.1639	0	0	0.13252	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
77148	19287	0.4	0.11473	0	0	0.1318	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
96435	19287	0.5	0.089593	0	0	0.12858	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
115722	19287	0.6	0.079431	5.1848e-05	0	0.12921	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
135009	19287	0.7	0.074972	5.1848e-05	0	0.12998	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
154296	19287	0.8	0.073977	0.0001037	0	0.13351	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
173583	19287	0.9	0.071094	5.1848e-05	0	0.12584	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
192870	19287	0.99999	0.06902	0	0	0.12838	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
192871	1	1	0.06902	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	4
135469	135470	0.1	0.47832	7.3817e-06	0	0.064177	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
270938	135469	0.2	0.23829	0	0	0.064125	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
406407	135469	0.3	0.1273	7.3818e-06	0	0.06521	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
541876	135469	0.4	0.076233	0	0	0.065092	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
677345	135469	0.5	0.05327	0	0	0.064982	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
812814	135469	0.6	0.042362	7.3818e-06	0	0.064768	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
948283	135469	0.7	0.037174	7.3818e-06	0	0.064679	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
1083752	135469	0.8	0.035149	7.3818e-06	0	0.064864	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
1219221	135469	0.9	0.034437	7.3818e-06	0	0.065174	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
1354690	135469	1	0.033988	0	0	0.065218	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
1354695	5	1	0.033988	0	0	0.2	0	0	Gene - participates - Curated-Gene-Sets-CPG	GpC2CPG	4
33051	33052	0.1	0.50425	0	0	0.12039	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
66102	33051	0.2	0.2705	3.0256e-05	0	0.12112	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
99153	33051	0.3	0.16003	0	0	0.12033	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
132204	33051	0.4	0.10606	3.0256e-05	0	0.11742	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
165255	33051	0.49999	0.082138	0	0	0.12184	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
198306	33051	0.59999	0.069044	0	0	0.11975	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
231357	33051	0.69999	0.063343	0	0	0.12093	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
264408	33051	0.79999	0.060257	0	0	0.12181	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
297459	33051	0.89999	0.059035	3.0256e-05	0	0.11879	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
330510	33051	0.99998	0.059108	3.0256e-05	0	0.1183	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
330515	5	1	0.059108	0	0	0	0	0	Gene - participates - Curated-Gene-Sets-REACTOME	GpC2CPREACTOME	4
190749	190750	0.1	0.49958	1.0485e-05	0	0.10872	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
381498	190749	0.2	0.26411	0	0	0.10835	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
572247	190749	0.3	0.15355	0	0	0.10955	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
762996	190749	0.4	0.10154	0	0	0.10888	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
953745	190749	0.5	0.07689	0	0	0.10992	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
1144494	190749	0.6	0.06511	0	0	0.10874	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
1335243	190749	0.7	0.059183	1.0485e-05	0	0.10879	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
1525992	190749	0.8	0.056774	0	0	0.10836	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
1716741	190749	0.9	0.05538	5.2425e-06	0	0.10863	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
1907490	190749	1	0.054753	0	0	0.10859	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
1907491	1	1	0.054753	0	0	1	0	0	Gene - participates - GO-Gene-Sets-BP	GpC5BP	4
28214	28215	0.1	0.4958	0	0	0.10321	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
56428	28214	0.2	0.25952	0	0	0.1047	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
84642	28214	0.3	0.1514	3.5443e-05	0	0.10101	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
112856	28214	0.4	0.098859	3.5443e-05	0	0.10474	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
141070	28214	0.5	0.075296	0	0	0.10488	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
169284	28214	0.6	0.064918	0	0	0.1036	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
197498	28214	0.7	0.060906	0	0	0.10445	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
225712	28214	0.8	0.058099	3.5443e-05	0	0.097328	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
253926	28214	0.9	0.055377	3.5443e-05	0	0.10406	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
282139	28213	1	0.055646	3.5445e-05	0	0.10254	0	0	Gene - participates - GO-Gene-Sets-CC	GpC5CC	4
32791	32792	0.1	0.47737	0	0	0.061905	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
65582	32791	0.2	0.23665	0	0	0.061999	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
98373	32791	0.3	0.12556	3.0496e-05	0	0.062517	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
131164	32791	0.4	0.075812	3.0496e-05	0	0.06395	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
163955	32791	0.49999	0.053172	0	0	0.061846	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
196746	32791	0.59999	0.041913	0	0	0.061419	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
229537	32791	0.69999	0.037046	0	0	0.062792	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
262328	32791	0.79999	0.034911	3.0496e-05	0	0.062883	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
295119	32791	0.89999	0.034423	3.0496e-05	0	0.063036	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
327910	32791	0.99998	0.033984	3.0496e-05	0	0.062212	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
327915	5	1	0.033984	0	0	0.2	0	0	Gene - participates - GO-Gene-Sets-MF	GpC5MF	4
386105	386106	0.1	0.46444	0	0	0.033221	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
772210	386105	0.2	0.22072	0	0	0.034289	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
1158315	386105	0.3	0.10961	0	0	0.034151	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
1544420	386105	0.4	0.05891	2.59e-06	0	0.033421	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
1930525	386105	0.5	0.036063	0	0	0.034019	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
2316630	386105	0.6	0.025742	0	0	0.033936	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
2702735	386105	0.7	0.020953	2.59e-06	0	0.033683	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
3088840	386105	0.8	0.018951	0	0	0.033626	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
3474945	386105	0.9	0.01811	0	0	0.0339	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
3861050	386105	1	0.017524	5.1799e-06	0	0.033776	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
3861051	1	1	0.017524	0	0	0	0	0	Gene - participates - Immunologic-Gene-Sets	GpC7	4
161146	161147	0.1	0.48684	1.2411e-05	0	0.082012	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
322292	161146	0.2	0.24803	0	0	0.080803	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
483438	161146	0.3	0.13716	6.2056e-06	0	0.081355	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
644584	161146	0.4	0.085349	6.2056e-06	0	0.08061	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
805730	161146	0.5	0.061276	0	0	0.081535	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
966876	161146	0.6	0.050191	0	0	0.080585	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
1128022	161146	0.7	0.045718	6.2056e-06	0	0.080896	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
1289168	161146	0.8	0.043652	6.2056e-06	0	0.079326	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
1450314	161146	0.9	0.041935	1.2411e-05	0	0.080747	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
1611459	161145	1	0.041791	0	0	0.08022	0	0	Gene - participates - Motif-Gene-Sets-MIR	GpC3MIR	4
102696	102697	0.1	0.49487	0	0	0.098046	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
205392	102696	0.2	0.2572	0	0	0.095671	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
308088	102696	0.3	0.14654	0	0	0.095125	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
410784	102696	0.4	0.09432	0	0	0.09458	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
513480	102696	0.5	0.070631	0	0	0.094677	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
616176	102696	0.6	0.059531	0	0	0.094999	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
718872	102696	0.7	0.054237	0	0	0.09757	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
821568	102696	0.79999	0.051464	0	0	0.096099	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
924264	102696	0.89999	0.050144	0	0	0.096187	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
1026960	102696	0.99999	0.049926	0	0	0.097608	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
1026967	7	1	0.049926	0	0	0.14286	0	0	Gene - participates - Motif-Gene-Sets-TFT	GpC3TFT	4
11976	11977	0.1	0.47028	0	0	0.048009	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
23952	11976	0.19999	0.23051	0	0	0.046259	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
35928	11976	0.29999	0.11896	8.35e-05	0	0.051019	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
47904	11976	0.39998	0.069969	0	0	0.046677	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
59880	11976	0.49997	0.047392	0	0	0.05152	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
71856	11976	0.59997	0.036571	0	0	0.048848	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
83832	11976	0.69996	0.031962	0	0	0.050184	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
95808	11976	0.79995	0.031127	8.35e-05	0	0.050184	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
107784	11976	0.89995	0.029524	8.35e-05	0	0.047094	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
119760	11976	0.99994	0.028956	0	0	0.05319	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
119767	7	1	0.028956	0	0	0	0	0	Gene - participates - Oncogenic-Gene-Sets	GpC6	4
7750	7751	0.1	0.45508	0	0	0.0065798	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
15500	7750	0.19999	0.21257	0	0	0.010065	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
23250	7750	0.29998	0.099087	0	0	0.0077419	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
31000	7750	0.39997	0.049234	0.00012903	0	0.0077419	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
38750	7750	0.49996	0.027094	0	0	0.0090323	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
46500	7750	0.59995	0.016927	0	0	0.008	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
54250	7750	0.69994	0.011096	0.00012903	0	0.0085161	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
62000	7750	0.79993	0.0097538	0	0	0.0068387	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
69750	7750	0.89992	0.0079992	0	0	0.008129	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
77500	7750	0.99991	0.0079992	0.00012903	0	0.007871	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
77507	7	1	0.0079992	0	0	0	0	0	Gene - participates - Positional-Gene-Sets	GpC1	4
8098	8099	0.1	0.48229	0	0	0.069391	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
16196	8098	0.19999	0.24572	0.00012349	0	0.071129	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
24294	8098	0.29998	0.13113	0	0	0.073475	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
32392	8098	0.39997	0.081741	0	0	0.064213	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
40490	8098	0.49996	0.056749	0	0	0.06162	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
48588	8098	0.59995	0.043809	0	0	0.057669	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
56686	8098	0.69994	0.03966	0.00012349	0	0.065078	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
64784	8098	0.79993	0.038623	0	0	0.065695	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
72882	8098	0.89992	0.035363	0	0	0.065078	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
80980	8098	0.99991	0.036697	0	0	0.061744	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
80987	7	1	0.036697	0	0	0.14286	0	0	Gene - participates - xCell-Cell-Type	GpXCELL	4
2926	2927	0.10002	0.49344	0	0	0.083362	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
5852	2926	0.20001	0.25984	0	0	0.091593	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
8778	2926	0.29999	0.15049	0	0	0.075871	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
11704	2926	0.39998	0.099098	0.00034176	0	0.085441	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
14630	2926	0.49997	0.071897	0.00034176	0	0.091251	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
17556	2926	0.59995	0.067387	0	0	0.084757	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
20482	2926	0.69994	0.060005	0	0	0.097744	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
23408	2926	0.79992	0.056178	0	0	0.091251	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
26334	2926	0.89991	0.052761	0.00034176	0	0.0892	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
29260	2926	0.9999	0.054675	0.00034176	0	0.080314	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
29263	3	1	0.054675	0	0	0	0	0	Gene - participates - Cancer-Hallmarks	GpH	5
41670	41671	0.1	0.48784	0	0	0.086775	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
83340	41670	0.2	0.25097	0	0	0.083801	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
125010	41670	0.3	0.13956	0	0	0.081833	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
166680	41670	0.39999	0.088206	0	0	0.084689	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
208350	41670	0.49999	0.064707	0	0	0.083297	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
250020	41670	0.59999	0.054043	2.3998e-05	0	0.082217	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
291690	41670	0.69999	0.048754	4.7996e-05	0	0.084353	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
333360	41670	0.79999	0.046536	2.3998e-05	0	0.081953	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
375030	41670	0.89999	0.043733	0	0	0.082913	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
416700	41670	0.99998	0.043349	0	0	0.082913	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
416707	7	1	0.043349	0	0	0.14286	0	0	Gene - participates - Cell-type-Gene-Sets	GpC8	5
16843	16844	0.1	0.51164	0	0	0.13132	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
33686	16843	0.2	0.27904	0	0	0.13169	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
50529	16843	0.3	0.17023	0	0	0.13436	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
67372	16843	0.4	0.11879	5.9372e-05	0	0.13454	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
84215	16843	0.5	0.093878	0	0	0.13133	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
101058	16843	0.6	0.081243	0	0	0.13555	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
117901	16843	0.7	0.074546	5.9372e-05	0	0.13127	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
134744	16843	0.8	0.071245	0	0	0.13341	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
151587	16843	0.9	0.070794	0	0	0.13626	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
168430	16843	0.99999	0.07248	0	0	0.12967	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
168431	1	1	0.072504	0	0	0	0	0	Gene - participates - Computational-Gene-Sets-CGN	GpC4CGN	5
19287	19288	0.1	0.51126	0	0	0.1362	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
38574	19287	0.2	0.27836	5.1848e-05	0	0.12957	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
57861	19287	0.3	0.17004	0	0	0.12558	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
77148	19287	0.4	0.11811	0	0	0.12853	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
96435	19287	0.5	0.093368	0	0	0.1303	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
115722	19287	0.6	0.080074	0	0	0.12947	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
135009	19287	0.7	0.073354	5.1848e-05	0	0.12915	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
154296	19287	0.8	0.068916	0	0	0.12584	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
173583	19287	0.9	0.069518	5.1848e-05	0	0.12827	0	0	Gene - participates - Computational-Gene-Sets-CM	GpC4CM	5
